300000,100000,3000,"normal3000","filter_14_4",0,296788
300000,100000,3000,"normal3000","filter_14_4",1,261
300000,100000,3000,"normal3000","filter_14_4",2,157
300000,100000,3000,"normal3000","filter_14_4",3,131
300000,100000,3000,"normal3000","filter_14_4",4,90
300000,100000,3000,"normal3000","filter_14_4",5,78
300000,100000,3000,"normal3000","filter_14_4",6,95
300000,100000,3000,"normal3000","filter_14_4",7,71
300000,100000,3000,"normal3000","filter_14_4",8,60
300000,100000,3000,"normal3000","filter_14_4",9,56
300000,100000,3000,"normal3000","filter_14_4",10,67
300000,100000,3000,"normal3000","filter_14_4",11,52
300000,100000,3000,"normal3000","filter_14_4",12,44
300000,100000,3000,"normal3000","filter_14_4",13,49
300000,100000,3000,"normal3000","filter_14_4",14,38
300000,100000,3000,"normal3000","filter_14_4",15,43
300000,100000,3000,"normal3000","filter_14_4",16,37
300000,100000,3000,"normal3000","filter_14_4",17,29
300000,100000,3000,"normal3000","filter_14_4",18,23
300000,100000,3000,"normal3000","filter_14_4",19,39
300000,100000,3000,"normal3000","filter_14_4",20,39
300000,100000,3000,"normal3000","filter_14_4",21,24
300000,100000,3000,"normal3000","filter_14_4",22,31
300000,100000,3000,"normal3000","filter_14_4",23,35
300000,100000,3000,"normal3000","filter_14_4",24,32
300000,100000,3000,"normal3000","filter_14_4",25,34
300000,100000,3000,"normal3000","filter_14_4",26,25
300000,100000,3000,"normal3000","filter_14_4",27,22
300000,100000,3000,"normal3000","filter_14_4",28,29
300000,100000,3000,"normal3000","filter_14_4",29,27
300000,100000,3000,"normal3000","filter_14_4",30,36
300000,100000,3000,"normal3000","filter_14_4",31,29
300000,100000,3000,"normal3000","filter_14_4",32,24
300000,100000,3000,"normal3000","filter_14_4",33,32
300000,100000,3000,"normal3000","filter_14_4",34,22
300000,100000,3000,"normal3000","filter_14_4",35,17
300000,100000,3000,"normal3000","filter_14_4",36,35
300000,100000,3000,"normal3000","filter_14_4",37,17
300000,100000,3000,"normal3000","filter_14_4",38,24
300000,100000,3000,"normal3000","filter_14_4",39,32
300000,100000,3000,"normal3000","filter_14_4",40,22
300000,100000,3000,"normal3000","filter_14_4",41,15
300000,100000,3000,"normal3000","filter_14_4",42,26
300000,100000,3000,"normal3000","filter_14_4",43,16
300000,100000,3000,"normal3000","filter_14_4",44,25
300000,100000,3000,"normal3000","filter_14_4",45,23
300000,100000,3000,"normal3000","filter_14_4",46,25
300000,100000,3000,"normal3000","filter_14_4",47,16
300000,100000,3000,"normal3000","filter_14_4",48,24
300000,100000,3000,"normal3000","filter_14_4",49,16
300000,100000,3000,"normal3000","filter_14_4",50,19
300000,100000,3000,"normal3000","filter_14_4",51,11
300000,100000,3000,"normal3000","filter_14_4",52,21
300000,100000,3000,"normal3000","filter_14_4",53,18
300000,100000,3000,"normal3000","filter_14_4",54,25
300000,100000,3000,"normal3000","filter_14_4",55,26
300000,100000,3000,"normal3000","filter_14_4",56,26
300000,100000,3000,"normal3000","filter_14_4",57,19
300000,100000,3000,"normal3000","filter_14_4",58,29
300000,100000,3000,"normal3000","filter_14_4",59,32
300000,100000,3000,"normal3000","filter_14_4",60,20
300000,100000,3000,"normal3000","filter_14_4",61,21
300000,100000,3000,"normal3000","filter_14_4",62,19
300000,100000,3000,"normal3000","filter_14_4",63,17
300000,100000,3000,"normal3000","filter_14_4",64,28
300000,100000,3000,"normal3000","filter_14_4",65,29
300000,100000,3000,"normal3000","filter_14_4",66,21
300000,100000,3000,"normal3000","filter_14_4",67,21
300000,100000,3000,"normal3000","filter_14_4",68,24
300000,100000,3000,"normal3000","filter_14_4",69,30
300000,100000,3000,"normal3000","filter_14_4",70,22
300000,100000,3000,"normal3000","filter_14_4",71,29
300000,100000,3000,"normal3000","filter_14_4",72,28
300000,100000,3000,"normal3000","filter_14_4",73,41
300000,100000,3000,"normal3000","filter_14_4",74,43
300000,100000,3000,"normal3000","filter_14_4",75,47
300000,100000,3000,"normal3000","filter_14_4",76,62
300000,100000,3000,"normal3000","filter_14_4",77,61
300000,100000,3000,"normal3000","filter_14_4",78,75
300000,100000,3000,"normal3000","filter_14_4",79,143
300000,100000,3000,"normal3000","filter_14_4",81,2
300000,100000,3000,"normal3000","filter_14_4",90,2
300000,100000,3000,"normal3000","filter_14_4",91,1
300000,100000,3000,"normal3000","filter_14_4",108,1
300000,100000,3000,"normal3000","filter_14_4",119,1
300000,100000,3000,"normal3000","filter_14_4",120,1
300000,100000,3000,"normal3000","filter_14_4",145,1
300000,100000,3000,"normal3000","filter_14_4",147,2
300000,100000,3000,"normal3000","filter_14_8",0,299807
300000,100000,3000,"normal3000","filter_14_8",1,19
300000,100000,3000,"normal3000","filter_14_8",2,9
300000,100000,3000,"normal3000","filter_14_8",3,3
300000,100000,3000,"normal3000","filter_14_8",4,4
300000,100000,3000,"normal3000","filter_14_8",5,3
300000,100000,3000,"normal3000","filter_14_8",6,2
300000,100000,3000,"normal3000","filter_14_8",7,1
300000,100000,3000,"normal3000","filter_14_8",8,3
300000,100000,3000,"normal3000","filter_14_8",9,4
300000,100000,3000,"normal3000","filter_14_8",10,4
300000,100000,3000,"normal3000","filter_14_8",11,2
300000,100000,3000,"normal3000","filter_14_8",12,5
300000,100000,3000,"normal3000","filter_14_8",13,3
300000,100000,3000,"normal3000","filter_14_8",15,5
300000,100000,3000,"normal3000","filter_14_8",16,2
300000,100000,3000,"normal3000","filter_14_8",17,1
300000,100000,3000,"normal3000","filter_14_8",19,1
300000,100000,3000,"normal3000","filter_14_8",20,3
300000,100000,3000,"normal3000","filter_14_8",21,1
300000,100000,3000,"normal3000","filter_14_8",23,2
300000,100000,3000,"normal3000","filter_14_8",24,4
300000,100000,3000,"normal3000","filter_14_8",25,1
300000,100000,3000,"normal3000","filter_14_8",26,2
300000,100000,3000,"normal3000","filter_14_8",27,3
300000,100000,3000,"normal3000","filter_14_8",28,1
300000,100000,3000,"normal3000","filter_14_8",29,3
300000,100000,3000,"normal3000","filter_14_8",31,3
300000,100000,3000,"normal3000","filter_14_8",33,2
300000,100000,3000,"normal3000","filter_14_8",34,2
300000,100000,3000,"normal3000","filter_14_8",35,1
300000,100000,3000,"normal3000","filter_14_8",36,2
300000,100000,3000,"normal3000","filter_14_8",39,2
300000,100000,3000,"normal3000","filter_14_8",40,1
300000,100000,3000,"normal3000","filter_14_8",41,2
300000,100000,3000,"normal3000","filter_14_8",42,2
300000,100000,3000,"normal3000","filter_14_8",43,2
300000,100000,3000,"normal3000","filter_14_8",44,2
300000,100000,3000,"normal3000","filter_14_8",45,1
300000,100000,3000,"normal3000","filter_14_8",47,4
300000,100000,3000,"normal3000","filter_14_8",48,3
300000,100000,3000,"normal3000","filter_14_8",50,2
300000,100000,3000,"normal3000","filter_14_8",51,1
300000,100000,3000,"normal3000","filter_14_8",53,2
300000,100000,3000,"normal3000","filter_14_8",54,1
300000,100000,3000,"normal3000","filter_14_8",55,1
300000,100000,3000,"normal3000","filter_14_8",56,2
300000,100000,3000,"normal3000","filter_14_8",57,2
300000,100000,3000,"normal3000","filter_14_8",58,2
300000,100000,3000,"normal3000","filter_14_8",59,1
300000,100000,3000,"normal3000","filter_14_8",61,4
300000,100000,3000,"normal3000","filter_14_8",62,3
300000,100000,3000,"normal3000","filter_14_8",63,1
300000,100000,3000,"normal3000","filter_14_8",64,1
300000,100000,3000,"normal3000","filter_14_8",65,2
300000,100000,3000,"normal3000","filter_14_8",67,3
300000,100000,3000,"normal3000","filter_14_8",68,2
300000,100000,3000,"normal3000","filter_14_8",69,2
300000,100000,3000,"normal3000","filter_14_8",70,1
300000,100000,3000,"normal3000","filter_14_8",71,1
300000,100000,3000,"normal3000","filter_14_8",72,1
300000,100000,3000,"normal3000","filter_14_8",73,3
