300000,100000,50000,"normal50000",17,2,0,283687
300000,100000,50000,"normal50000",17,2,1,4040
300000,100000,50000,"normal50000",17,2,2,3180
300000,100000,50000,"normal50000",17,2,3,3319
300000,100000,50000,"normal50000",17,2,4,5457
300000,100000,50000,"normal50000",17,2,5,113
300000,100000,50000,"normal50000",17,2,6,80
300000,100000,50000,"normal50000",17,2,7,69
300000,100000,50000,"normal50000",17,2,8,53
300000,100000,50000,"normal50000",17,2,9,1
300000,100000,50000,"normal50000",17,2,11,1
300000,100000,50000,"normal50000",17,4,0,295738
300000,100000,50000,"normal50000",17,4,1,1072
300000,100000,50000,"normal50000",17,4,2,871
300000,100000,50000,"normal50000",17,4,3,856
300000,100000,50000,"normal50000",17,4,4,1440
300000,100000,50000,"normal50000",17,4,5,11
300000,100000,50000,"normal50000",17,4,6,6
300000,100000,50000,"normal50000",17,4,7,4
300000,100000,50000,"normal50000",17,4,8,2
300000,100000,50000,"normal50000",17,8,0,299735
300000,100000,50000,"normal50000",17,8,1,75
300000,100000,50000,"normal50000",17,8,2,50
300000,100000,50000,"normal50000",17,8,3,50
300000,100000,50000,"normal50000",17,8,4,90
300000,100000,50000,"normal50000",17,16,0,300000
