100000,3000,500,15,2,0,0,1
100000,3000,500,15,2,1,0,1
100000,3000,500,15,2,2,0,1
100000,3000,500,15,2,3,0,1
100000,3000,500,15,2,4,0,1
100000,3000,500,15,2,5,0,23
100000,3000,500,15,2,6,0,25
100000,3000,500,15,2,7,0,1
100000,3000,500,15,2,8,0,1
100000,3000,500,15,2,9,0,1
100000,3000,500,15,2,10,0,1
100000,3000,500,15,2,11,0,1
100000,3000,500,15,2,12,0,1
100000,3000,500,15,2,13,0,1
100000,3000,500,15,2,14,0,1
100000,3000,500,15,2,15,0,1
100000,3000,500,15,2,16,0,1
100000,3000,500,15,2,17,0,1
100000,3000,500,15,2,18,0,1
100000,3000,500,15,2,19,0,1
100000,3000,500,15,2,20,0,1
100000,3000,500,15,2,21,1,1
100000,3000,500,15,2,22,1,1
100000,3000,500,15,2,23,1,1
100000,3000,500,15,2,24,1,1
100000,3000,500,15,2,25,1,1
100000,3000,500,15,2,26,1,1
100000,3000,500,15,2,27,1,1
100000,3000,500,15,2,28,1,1
100000,3000,500,15,2,29,1,1
100000,3000,500,15,2,30,1,1
100000,3000,500,15,2,31,1,1
100000,3000,500,15,2,32,1,1
100000,3000,500,15,2,33,1,1
100000,3000,500,15,2,34,1,1
100000,3000,500,15,2,35,1,1
100000,3000,500,15,2,36,1,1
100000,3000,500,15,2,37,1,1
100000,3000,500,15,2,38,1,1
100000,3000,500,15,2,39,1,1
100000,3000,500,15,2,40,1,1
100000,3000,500,15,2,41,1,1
100000,3000,500,15,2,42,1,1
100000,3000,500,15,2,43,1,1
100000,3000,500,15,2,44,1,1
100000,3000,500,15,2,45,1,1
100000,3000,500,15,2,46,1,1
100000,3000,500,15,2,47,1,1
100000,3000,500,15,2,48,1,1
100000,3000,500,15,2,49,1,1
100000,3000,500,15,2,50,1,1
100000,3000,500,15,2,51,1,1
100000,3000,500,15,2,52,1,1
100000,3000,500,15,2,53,1,1
100000,3000,500,15,2,54,1,1
100000,3000,500,15,2,55,1,1
100000,3000,500,15,2,56,1,1
100000,3000,500,15,2,57,1,1
100000,3000,500,15,2,58,1,1
100000,3000,500,15,2,59,1,1
100000,3000,500,15,2,60,1,1
100000,3000,500,15,2,61,1,1
100000,3000,500,15,2,62,1,1
100000,3000,500,15,2,63,1,1
100000,3000,500,15,2,64,1,1
100000,3000,500,15,2,65,1,1
100000,3000,500,15,2,66,1,1
100000,3000,500,15,2,67,1,1
100000,3000,500,15,2,68,1,1
100000,3000,500,15,2,69,1,1
100000,3000,500,15,2,70,1,1
100000,3000,500,15,2,71,1,1
100000,3000,500,15,2,72,1,1
100000,3000,500,15,2,73,1,1
100000,3000,500,15,2,74,1,1
100000,3000,500,15,2,75,1,1
100000,3000,500,15,2,76,1,1
100000,3000,500,15,2,77,1,1
100000,3000,500,15,2,78,1,1
100000,3000,500,15,2,79,1,1
100000,3000,500,15,2,80,1,1
100000,3000,500,15,2,81,1,1
100000,3000,500,15,2,82,1,1
100000,3000,500,15,2,83,1,1
100000,3000,500,15,2,84,1,1
100000,3000,500,15,2,85,1,1
100000,3000,500,15,2,86,1,1
100000,3000,500,15,2,87,1,1
100000,3000,500,15,2,88,1,1
100000,3000,500,15,2,89,1,1
100000,3000,500,15,2,90,1,1
