"LINEITEM","L_PARTKEY",6000000,100000,17,0,0,0,0,24000,18893
"LINEITEM","L_PARTKEY",6000000,100000,17,0,0,0,0,24000,20172
"LINEITEM","L_PARTKEY",6000000,100000,17,0,0,0,0,24000,17663
"LINEITEM","L_PARTKEY",6000000,100000,17,0,0,0,0,24000,25774
"LINEITEM","L_PARTKEY",6000000,100000,17,0,0,0,0,24000,19028
"LINEITEM","L_PARTKEY",6000000,100000,17,0,0,0,0,24000,18000
"LINEITEM","L_PARTKEY",6000000,100000,17,0,0,0,0,24000,20095
"LINEITEM","L_PARTKEY",6000000,100000,17,0,0,0,0,24000,16310
"LINEITEM","L_PARTKEY",6000000,100000,17,0,0,0,0,24000,17575
"LINEITEM","L_PARTKEY",6000000,100000,17,0,0,0,0,24000,15691
"LINEITEM","L_PARTKEY",6000000,100000,17,0,1,0,0,26416,9070
"LINEITEM","L_PARTKEY",6000000,100000,17,0,1,0,0,26416,4066
"LINEITEM","L_PARTKEY",6000000,100000,17,0,1,0,0,26416,4751
"LINEITEM","L_PARTKEY",6000000,100000,17,0,1,0,0,26416,4233
"LINEITEM","L_PARTKEY",6000000,100000,17,0,1,0,0,26416,4025
"LINEITEM","L_PARTKEY",6000000,100000,17,0,1,0,0,26416,4116
"LINEITEM","L_PARTKEY",6000000,100000,17,0,1,0,0,26416,4097
"LINEITEM","L_PARTKEY",6000000,100000,17,0,1,0,0,26416,3641
"LINEITEM","L_PARTKEY",6000000,100000,17,0,1,0,0,26416,3621
"LINEITEM","L_PARTKEY",6000000,100000,17,0,1,0,0,26416,3563
"LINEITEM","L_PARTKEY",6000000,100000,17,2,0,0,0,28167,5036
"LINEITEM","L_PARTKEY",6000000,100000,17,2,0,0,0,28167,3018
"LINEITEM","L_PARTKEY",6000000,100000,17,2,0,0,0,28167,4737
"LINEITEM","L_PARTKEY",6000000,100000,17,2,0,0,0,28167,5868
"LINEITEM","L_PARTKEY",6000000,100000,17,2,0,0,0,28167,5328
"LINEITEM","L_PARTKEY",6000000,100000,17,2,0,0,0,28167,3696
"LINEITEM","L_PARTKEY",6000000,100000,17,2,0,0,0,28167,3415
"LINEITEM","L_PARTKEY",6000000,100000,17,2,0,0,0,28167,4922
"LINEITEM","L_PARTKEY",6000000,100000,17,2,0,0,0,28167,4932
"LINEITEM","L_PARTKEY",6000000,100000,17,2,0,0,0,28167,4804
"LINEITEM","L_PARTKEY",6000000,100000,17,2,1,0,0,30584,4650
"LINEITEM","L_PARTKEY",6000000,100000,17,2,1,0,0,30584,4103
"LINEITEM","L_PARTKEY",6000000,100000,17,2,1,0,0,30584,3833
"LINEITEM","L_PARTKEY",6000000,100000,17,2,1,0,0,30584,7694
"LINEITEM","L_PARTKEY",6000000,100000,17,2,1,0,0,30584,12127
"LINEITEM","L_PARTKEY",6000000,100000,17,2,1,0,0,30584,4560
"LINEITEM","L_PARTKEY",6000000,100000,17,2,1,0,0,30584,4712
"LINEITEM","L_PARTKEY",6000000,100000,17,2,1,0,0,30584,4146
"LINEITEM","L_PARTKEY",6000000,100000,17,2,1,0,0,30584,4025
"LINEITEM","L_PARTKEY",6000000,100000,17,2,1,0,0,30584,3700
"LINEITEM","L_PARTKEY",6000000,100000,17,4,0,0,0,30188,2660
"LINEITEM","L_PARTKEY",6000000,100000,17,4,0,0,0,30188,3711
"LINEITEM","L_PARTKEY",6000000,100000,17,4,0,0,0,30188,4414
"LINEITEM","L_PARTKEY",6000000,100000,17,4,0,0,0,30188,3699
"LINEITEM","L_PARTKEY",6000000,100000,17,4,0,0,0,30188,4349
"LINEITEM","L_PARTKEY",6000000,100000,17,4,0,0,0,30188,3252
"LINEITEM","L_PARTKEY",6000000,100000,17,4,0,0,0,30188,3711
"LINEITEM","L_PARTKEY",6000000,100000,17,4,0,0,0,30188,3658
"LINEITEM","L_PARTKEY",6000000,100000,17,4,0,0,0,30188,8113
"LINEITEM","L_PARTKEY",6000000,100000,17,4,0,0,0,30188,3947
"LINEITEM","L_PARTKEY",6000000,100000,17,4,1,0,0,32605,4206
"LINEITEM","L_PARTKEY",6000000,100000,17,4,1,0,0,32605,4222
"LINEITEM","L_PARTKEY",6000000,100000,17,4,1,0,0,32605,4051
"LINEITEM","L_PARTKEY",6000000,100000,17,4,1,0,0,32605,4158
"LINEITEM","L_PARTKEY",6000000,100000,17,4,1,0,0,32605,4051
"LINEITEM","L_PARTKEY",6000000,100000,17,4,1,0,0,32605,4158
"LINEITEM","L_PARTKEY",6000000,100000,17,4,1,0,0,32605,4607
"LINEITEM","L_PARTKEY",6000000,100000,17,4,1,0,0,32605,4148
"LINEITEM","L_PARTKEY",6000000,100000,17,4,1,0,0,32605,4555
"LINEITEM","L_PARTKEY",6000000,100000,17,4,1,0,0,32605,4154
"LINEITEM","L_PARTKEY",6000000,100000,17,8,0,0,0,34230,3429
"LINEITEM","L_PARTKEY",6000000,100000,17,8,0,0,0,34230,3537
"LINEITEM","L_PARTKEY",6000000,100000,17,8,0,0,0,34230,3409
"LINEITEM","L_PARTKEY",6000000,100000,17,8,0,0,0,34230,3727
"LINEITEM","L_PARTKEY",6000000,100000,17,8,0,0,0,34230,3840
"LINEITEM","L_PARTKEY",6000000,100000,17,8,0,0,0,34230,3346
"LINEITEM","L_PARTKEY",6000000,100000,17,8,0,0,0,34230,3045
"LINEITEM","L_PARTKEY",6000000,100000,17,8,0,0,0,34230,2723
"LINEITEM","L_PARTKEY",6000000,100000,17,8,0,0,0,34230,3227
"LINEITEM","L_PARTKEY",6000000,100000,17,8,0,0,0,34230,3158
"LINEITEM","L_PARTKEY",6000000,100000,17,8,1,0,0,36646,3607
