30000000,100000,25000,"normal25000",16,4,0,29496789
30000000,100000,25000,"normal25000",16,4,1,83929
30000000,100000,25000,"normal25000",16,4,2,57352
30000000,100000,25000,"normal25000",16,4,3,47819
30000000,100000,25000,"normal25000",16,4,4,42987
30000000,100000,25000,"normal25000",16,4,5,40671
30000000,100000,25000,"normal25000",16,4,6,40755
30000000,100000,25000,"normal25000",16,4,7,45588
30000000,100000,25000,"normal25000",16,4,8,59083
30000000,100000,25000,"normal25000",16,4,9,82795
30000000,100000,25000,"normal25000",16,4,10,478
30000000,100000,25000,"normal25000",16,4,11,337
30000000,100000,25000,"normal25000",16,4,12,292
30000000,100000,25000,"normal25000",16,4,13,271
30000000,100000,25000,"normal25000",16,4,14,214
30000000,100000,25000,"normal25000",16,4,15,198
30000000,100000,25000,"normal25000",16,4,16,147
30000000,100000,25000,"normal25000",16,4,17,164
30000000,100000,25000,"normal25000",16,4,18,124
30000000,100000,25000,"normal25000",16,4,20,3
30000000,100000,25000,"normal25000",16,4,21,2
30000000,100000,25000,"normal25000",16,4,24,2
30000000,100000,25000,"normal25000",16,8,0,29968242
30000000,100000,25000,"normal25000",16,8,1,5449
30000000,100000,25000,"normal25000",16,8,2,3741
30000000,100000,25000,"normal25000",16,8,3,2979
30000000,100000,25000,"normal25000",16,8,4,2751
30000000,100000,25000,"normal25000",16,8,5,2520
30000000,100000,25000,"normal25000",16,8,6,2683
30000000,100000,25000,"normal25000",16,8,7,2741
30000000,100000,25000,"normal25000",16,8,8,3864
30000000,100000,25000,"normal25000",16,8,9,5018
30000000,100000,25000,"normal25000",16,8,10,1
30000000,100000,25000,"normal25000",16,8,11,7
30000000,100000,25000,"normal25000",16,8,12,1
30000000,100000,25000,"normal25000",16,8,16,2
30000000,100000,25000,"normal25000",16,8,17,1
30000000,100000,25000,"normal25000",16,16,0,29999910
30000000,100000,25000,"normal25000",16,16,1,14
30000000,100000,25000,"normal25000",16,16,2,7
30000000,100000,25000,"normal25000",16,16,3,6
30000000,100000,25000,"normal25000",16,16,4,20
30000000,100000,25000,"normal25000",16,16,5,3
30000000,100000,25000,"normal25000",16,16,6,7
30000000,100000,25000,"normal25000",16,16,7,10
30000000,100000,25000,"normal25000",16,16,8,7
30000000,100000,25000,"normal25000",16,16,9,16
30000000,100000,25000,"normal25000",17,2,0,29002589
30000000,100000,25000,"normal25000",17,2,1,165076
30000000,100000,25000,"normal25000",17,2,2,114911
30000000,100000,25000,"normal25000",17,2,3,93254
30000000,100000,25000,"normal25000",17,2,4,84456
30000000,100000,25000,"normal25000",17,2,5,80592
30000000,100000,25000,"normal25000",17,2,6,81198
30000000,100000,25000,"normal25000",17,2,7,89660
30000000,100000,25000,"normal25000",17,2,8,115615
30000000,100000,25000,"normal25000",17,2,9,163518
30000000,100000,25000,"normal25000",17,2,10,1999
30000000,100000,25000,"normal25000",17,2,11,1438
30000000,100000,25000,"normal25000",17,2,12,1186
30000000,100000,25000,"normal25000",17,2,13,1062
30000000,100000,25000,"normal25000",17,2,14,809
30000000,100000,25000,"normal25000",17,2,15,859
30000000,100000,25000,"normal25000",17,2,16,670
30000000,100000,25000,"normal25000",17,2,17,639
30000000,100000,25000,"normal25000",17,2,18,415
30000000,100000,25000,"normal25000",17,2,19,14
30000000,100000,25000,"normal25000",17,2,20,9
30000000,100000,25000,"normal25000",17,2,21,7
30000000,100000,25000,"normal25000",17,2,22,6
30000000,100000,25000,"normal25000",17,2,23,3
30000000,100000,25000,"normal25000",17,2,24,10
30000000,100000,25000,"normal25000",17,2,25,3
30000000,100000,25000,"normal25000",17,2,26,2
30000000,100000,25000,"normal25000",17,4,0,29748086
30000000,100000,25000,"normal25000",17,4,1,42340
30000000,100000,25000,"normal25000",17,4,2,28761
30000000,100000,25000,"normal25000",17,4,3,23905
30000000,100000,25000,"normal25000",17,4,4,21517
30000000,100000,25000,"normal25000",17,4,5,20506
30000000,100000,25000,"normal25000",17,4,6,20758
30000000,100000,25000,"normal25000",17,4,7,22596
30000000,100000,25000,"normal25000",17,4,8,29451
30000000,100000,25000,"normal25000",17,4,9,41552
30000000,100000,25000,"normal25000",17,4,10,115
30000000,100000,25000,"normal25000",17,4,11,48
30000000,100000,25000,"normal25000",17,4,12,86
30000000,100000,25000,"normal25000",17,4,13,35
30000000,100000,25000,"normal25000",17,4,14,39
30000000,100000,25000,"normal25000",17,4,15,58
30000000,100000,25000,"normal25000",17,4,16,46
30000000,100000,25000,"normal25000",17,4,17,64
30000000,100000,25000,"normal25000",17,4,18,37
30000000,100000,25000,"normal25000",17,8,0,29984069
30000000,100000,25000,"normal25000",17,8,1,2789
30000000,100000,25000,"normal25000",17,8,2,1819
30000000,100000,25000,"normal25000",17,8,3,1530
30000000,100000,25000,"normal25000",17,8,4,1320
30000000,100000,25000,"normal25000",17,8,5,1250
30000000,100000,25000,"normal25000",17,8,6,1364
30000000,100000,25000,"normal25000",17,8,7,1527
30000000,100000,25000,"normal25000",17,8,8,1850
30000000,100000,25000,"normal25000",17,8,9,2482
30000000,100000,25000,"normal25000",17,16,0,29999956
30000000,100000,25000,"normal25000",17,16,1,4
30000000,100000,25000,"normal25000",17,16,2,4
30000000,100000,25000,"normal25000",17,16,4,7
30000000,100000,25000,"normal25000",17,16,5,1
30000000,100000,25000,"normal25000",17,16,6,5
30000000,100000,25000,"normal25000",17,16,7,6
30000000,100000,25000,"normal25000",17,16,8,4
30000000,100000,25000,"normal25000",17,16,9,13
