"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,29520
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,31783
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,33003
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,29963
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,32315
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,29355
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,24496
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,29175
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27096
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26135
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26175
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27202
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27139
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27456
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26911
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26225
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26253
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25973
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26700
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26432
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27397
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27480
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27232
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25238
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26596
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25559
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25771
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27212
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26127
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27027
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,28706
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25175
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26064
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26901
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27347
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25733
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26768
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27675
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26101
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25709
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27008
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25066
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27413
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26447
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26340
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25166
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26324
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25377
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26353
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26638
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25731
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25614
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26006
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26173
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25596
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25434
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26013
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26818
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27433
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27025
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25828
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26254
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26623
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26647
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27672
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25728
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27256
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27048
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27317
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26207
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26099
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26146
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25515
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25417
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27436
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27297
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25248
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27102
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26876
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26041
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26507
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26201
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27134
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,30322
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26689
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25483
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26903
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27454
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26451
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,24983
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,28566
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26311
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26796
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26983
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25679
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26419
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25865
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27530
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25190
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27829
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27730
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26696
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25615
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26937
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,24636
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26773
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25776
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,28150
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26092
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25247
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26424
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26202
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25824
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25913
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26309
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,25749
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26394
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,27258
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26638
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26030
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26050
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26559
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26142
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,28337
"int",10000000,100000,1,0.000333333,17,0,0,0,0,40000,26071
